"Date_Time","Low_Range","Full_Range","Temp_C","station"
2023-05-26 01:19:35,101.4,102.5,18.68,3
2023-05-26 01:19:40,101.4,102.5,18.68,3
2023-05-26 01:19:45,101.4,102.5,18.68,3
2023-05-26 01:19:50,101.4,102.1,18.68,3
2023-05-26 01:19:55,101.4,102.5,18.68,3
2023-05-26 01:20:00,101.4,102.5,18.68,3
2023-05-26 01:20:05,101.4,102.1,18.66,3
2023-05-26 01:20:10,101.4,102.5,18.68,3
2023-05-26 01:20:15,101.4,102.5,18.68,3
2023-05-26 01:20:20,101.4,102.1,18.68,3
2023-05-26 01:20:25,101.4,102.5,18.68,3
2023-05-26 01:20:30,101.4,102.1,18.68,3
2023-05-26 01:20:35,101.4,102.5,18.68,3
2023-05-26 01:20:40,101.4,102.5,18.68,3
2023-05-26 01:20:45,101.4,102.5,18.68,3
2023-05-26 01:20:50,101.4,102.1,18.68,3
2023-05-26 01:20:55,101.4,102.5,18.68,3
2023-05-26 01:21:00,101.4,102.5,18.68,3
2023-05-26 01:21:05,101.4,102.5,18.68,3
2023-05-26 01:21:10,101.4,102.5,18.66,3
2023-05-26 01:21:15,101.4,102.5,18.68,3
2023-05-26 01:21:20,101.4,102.5,18.66,3
2023-05-26 01:21:25,101.4,102.5,18.68,3
2023-05-26 01:21:30,101.4,102.1,18.66,3
2023-05-26 01:21:35,101.4,102.1,18.68,3
2023-05-26 01:21:40,101.4,102.5,18.68,3
2023-05-26 01:21:45,101.4,102.1,18.68,3
2023-05-26 01:21:50,101.4,102.1,18.68,3
2023-05-26 01:21:55,101.4,102.5,18.68,3
2023-05-26 01:22:00,101.4,102.5,18.69,3
2023-05-26 01:22:05,101.4,102.5,18.68,3
2023-05-26 01:22:10,101.4,102.5,18.66,3
2023-05-26 01:22:15,101.4,102.5,18.68,3
2023-05-26 01:22:20,101.4,102.5,18.68,3
2023-05-26 01:22:25,101.4,102.5,18.66,3
2023-05-26 01:22:30,101.4,102.5,18.68,3
2023-05-26 01:22:35,101.4,102.5,18.66,3
2023-05-26 01:22:40,101.4,102.5,18.68,3
2023-05-26 01:22:45,101.4,102.5,18.68,3
2023-05-26 01:22:50,101.4,102.1,18.68,3
2023-05-26 01:22:55,101.4,102.5,18.66,3
2023-05-26 01:23:00,101.4,102.5,18.68,3
2023-05-26 01:23:05,101.4,102.5,18.68,3
2023-05-26 01:23:10,101.4,102.5,18.66,3
2023-05-26 01:23:15,101.4,102.5,18.68,3
2023-05-26 01:23:20,101.4,102.5,18.68,3
2023-05-26 01:23:25,101.4,102.5,18.68,3
2023-05-26 01:23:30,101.4,102.1,18.66,3
2023-05-26 01:23:35,101.4,102.1,18.66,3
2023-05-26 01:23:40,101.4,102.5,18.66,3
2023-05-26 01:23:45,101.4,102.5,18.68,3
2023-05-26 01:23:50,101.4,102.5,18.68,3
2023-05-26 01:23:55,101.4,102.5,18.66,3
2023-05-26 01:24:00,101.4,102.5,18.68,3
2023-05-26 01:24:05,101.4,102.1,18.66,3
2023-05-26 01:24:10,101.4,102.5,18.66,3
2023-05-26 01:24:15,101.4,102.5,18.68,3
2023-05-26 01:24:20,101.4,102.5,18.66,3
2023-05-26 01:24:25,101.4,102.5,18.66,3
2023-05-26 01:24:30,101.4,102.5,18.66,3
2023-05-26 01:24:35,101.4,102.5,18.66,3
2023-05-26 01:24:40,101.4,102.5,18.66,3
2023-05-26 01:24:45,101.4,102.5,18.66,3
2023-05-26 01:24:50,101.3,102.5,18.66,3
2023-05-26 01:24:55,101.3,102.5,18.68,3
2023-05-26 01:25:00,101.4,102.5,18.66,3
2023-05-26 01:25:05,101.4,102.5,18.66,3
2023-05-26 01:25:10,101.4,102.5,18.66,3
2023-05-26 01:25:15,101.4,102.5,18.66,3
2023-05-26 01:25:20,101.4,102.5,18.66,3
2023-05-26 01:25:25,101.4,102.5,18.66,3
2023-05-26 01:25:30,101.4,102.1,18.66,3
2023-05-26 01:25:35,101.4,102.5,18.66,3
2023-05-26 01:25:40,101.4,102.5,18.66,3
2023-05-26 01:25:45,101.3,102.5,18.66,3
2023-05-26 01:25:50,101.4,102.1,18.66,3
2023-05-26 01:25:55,101.4,102.1,18.66,3
2023-05-26 01:26:00,101.4,102.1,18.66,3
2023-05-26 01:26:05,101.4,102.5,18.65,3
2023-05-26 01:26:10,101.4,102.1,18.66,3
2023-05-26 01:26:15,101.4,102.1,18.66,3
2023-05-26 01:26:20,101.4,102.5,18.65,3
2023-05-26 01:26:25,101.4,102.5,18.66,3
2023-05-26 01:26:30,101.3,102.1,18.65,3
2023-05-26 01:26:35,101.4,102.5,18.66,3
2023-05-26 01:26:40,101.4,102.1,18.65,3
2023-05-26 01:26:45,101.4,102.5,18.66,3
2023-05-26 01:26:50,101.4,102.5,18.66,3
2023-05-26 01:26:55,101.4,102.5,18.66,3
2023-05-26 01:27:00,101.4,102.5,18.66,3
2023-05-26 01:27:05,101.4,102.5,18.65,3
2023-05-26 01:27:10,101.4,102.5,18.65,3
2023-05-26 01:27:15,101.4,102.5,18.66,3
2023-05-26 01:27:20,101.4,102.5,18.66,3
2023-05-26 01:27:25,101.4,102.5,18.66,3
2023-05-26 01:27:30,101.4,102.1,18.66,3
2023-05-26 01:27:35,101.4,102.1,18.66,3
2023-05-26 01:27:40,101.4,102.5,18.66,3
2023-05-26 01:27:45,101.4,102.5,18.65,3
2023-05-26 01:27:50,101.4,102.1,18.66,3
2023-05-26 01:27:55,101.4,102.1,18.66,3
2023-05-26 01:28:00,101.4,102.1,18.65,3
2023-05-26 01:28:05,101.4,102.1,18.65,3
2023-05-26 01:28:10,101.3,102.5,18.65,3
