"id","Date_Time","Low_Range","Full_Range","Temp_C","station"
1,2023-05-25 12:00:00,0,0,23.95,1
2,2023-05-25 12:00:05,0,0,23.95,1
3,2023-05-25 12:00:10,0,0,23.95,1
4,2023-05-25 12:00:15,0,0,23.94,1
5,2023-05-25 12:00:20,0,0,23.94,1
6,2023-05-25 12:00:25,0,0,23.93,1
7,2023-05-25 12:00:30,0,0,23.93,1
8,2023-05-25 12:00:35,0,0,23.91,1
9,2023-05-25 12:00:40,0,0,23.91,1
10,2023-05-25 12:00:45,0,0,23.9,1
11,2023-05-25 12:00:50,0,0,23.9,1
12,2023-05-25 12:00:55,0,0,23.88,1
13,2023-05-25 12:01:00,0,0,23.88,1
14,2023-05-25 12:01:05,0,0,23.87,1
15,2023-05-25 12:01:10,0,0,23.87,1
16,2023-05-25 12:01:15,0,0,23.86,1
17,2023-05-25 12:01:20,0,0,23.86,1
18,2023-05-25 12:01:25,0,0,23.84,1
19,2023-05-25 12:01:30,0,0,23.83,1
20,2023-05-25 12:01:35,0,0,23.82,1
21,2023-05-25 12:01:40,0,0,23.82,1
22,2023-05-25 12:01:45,0,0,23.8,1
23,2023-05-25 12:01:50,0,0,23.8,1
24,2023-05-25 12:01:55,0,0,23.79,1
25,2023-05-25 12:02:00,0,0,23.78,1
26,2023-05-25 12:02:05,0,0,23.78,1
27,2023-05-25 12:02:10,0,0,23.76,1
28,2023-05-25 12:02:15,0,0,23.75,1
29,2023-05-25 12:02:20,0,0,23.75,1
30,2023-05-25 12:02:25,0,0,23.75,1
31,2023-05-25 12:02:30,0,0,23.74,1
32,2023-05-25 12:02:35,0,0,23.72,1
33,2023-05-25 12:02:40,0,0,23.72,1
34,2023-05-25 12:02:45,0,0,23.71,1
35,2023-05-25 12:02:50,0,0,23.69,1
36,2023-05-25 12:02:55,0,0,23.68,1
37,2023-05-25 12:03:00,0,0,23.68,1
38,2023-05-25 12:03:05,0,0,23.68,1
39,2023-05-25 12:03:10,0,0,23.67,1
40,2023-05-25 12:03:15,0,0,23.65,1
41,2023-05-25 12:03:20,0,0,23.65,1
42,2023-05-25 12:03:25,0,0,23.64,1
43,2023-05-25 12:03:30,0,0,23.63,1
44,2023-05-25 12:03:35,0,0,23.63,1
45,2023-05-25 12:03:40,0,0,23.63,1
46,2023-05-25 12:03:45,0,0,23.59,1
47,2023-05-25 12:03:50,0,0,23.63,1
48,2023-05-25 12:03:55,0,0,23.64,1
49,2023-05-25 12:04:00,0,0,23.61,1
50,2023-05-25 12:04:05,0,0,23.6,1
51,2023-05-25 12:04:10,0,0,23.64,1
52,2023-05-25 12:04:15,0,0,23.61,1
53,2023-05-25 12:04:20,0,0,23.6,1
54,2023-05-25 12:04:25,0,0,23.63,1
55,2023-05-25 12:04:30,0,0,23.61,1
56,2023-05-25 12:04:35,0,0,23.63,1
57,2023-05-25 12:04:40,0,0,23.63,1
58,2023-05-25 12:04:45,0,0,23.64,1
59,2023-05-25 12:04:50,0,0,23.64,1
60,2023-05-25 12:04:55,0,0,23.61,1
61,2023-05-25 12:05:00,0,0,23.6,1
62,2023-05-25 12:05:05,0,0,23.56,1
63,2023-05-25 12:05:10,0,0,23.6,1
64,2023-05-25 12:05:15,0,0,23.61,1
65,2023-05-25 12:05:20,0,0,23.64,1
66,2023-05-25 12:05:25,0,0,23.64,1
67,2023-05-25 12:05:30,0,0,23.65,1
68,2023-05-25 12:05:35,0,0,23.67,1
69,2023-05-25 12:05:40,0,0,23.67,1
70,2023-05-25 12:05:45,0,0,23.67,1
71,2023-05-25 12:05:50,0,0,23.69,1
72,2023-05-25 12:05:55,0,0,23.71,1
73,2023-05-25 12:06:00,0,0,23.72,1
74,2023-05-25 12:06:05,0,0,23.72,1
75,2023-05-25 12:06:10,0,0,23.71,1
76,2023-05-25 12:06:15,0,0,23.68,1
77,2023-05-25 12:06:20,0,0,23.67,1
78,2023-05-25 12:06:25,0,0,23.65,1
79,2023-05-25 12:06:30,0,0,23.64,1
80,2023-05-25 12:06:35,0,0,23.64,1
81,2023-05-25 12:06:40,0,0,23.64,1
82,2023-05-25 12:06:45,0,0,23.63,1
83,2023-05-25 12:06:50,0,0,23.64,1
84,2023-05-25 12:06:55,0,0,23.65,1
85,2023-05-25 12:07:00,0,0,23.65,1
86,2023-05-25 12:07:05,0,0,23.67,1
87,2023-05-25 12:07:10,0,0,23.67,1
88,2023-05-25 12:07:15,0,0,23.69,1
89,2023-05-25 12:07:20,0,0,23.71,1
90,2023-05-25 12:07:25,0,0,23.71,1
91,2023-05-25 12:07:30,0,0,23.63,1
92,2023-05-25 12:07:35,0,0,23.64,1
93,2023-05-25 12:07:40,0,0,23.63,1
94,2023-05-25 12:07:45,0,0,23.56,1
95,2023-05-25 12:07:50,0,0,23.5,1
96,2023-05-25 12:07:55,0,0,23.52,1
97,2023-05-25 12:08:00,0,0,23.52,1
98,2023-05-25 12:08:05,0,0,23.48,1
99,2023-05-25 12:08:10,0,0,23.41,1
100,2023-05-25 12:08:15,0,0,23.4,1
101,2023-05-25 12:08:20,0,0,23.35,1
102,2023-05-25 12:08:25,0,0,23.31,1
103,2023-05-25 12:08:30,0,0,23.31,1
104,2023-05-25 12:08:35,0,0,23.37,1
105,2023-05-25 12:08:40,0,0,23.37,1
106,2023-05-25 12:08:45,0,0,23.33,1
107,2023-05-25 12:08:50,0,0,23.3,1
108,2023-05-25 12:08:55,0,0,23.31,1
109,2023-05-25 12:09:00,0,0,23.29,1
110,2023-05-25 12:09:05,0,0,23.33,1
111,2023-05-25 12:09:10,0,0,23.31,1
112,2023-05-25 12:09:15,0,0,23.31,1
113,2023-05-25 12:09:20,0,0,23.3,1
114,2023-05-25 12:09:25,0,0,23.26,1
115,2023-05-25 12:09:30,0,0,23.23,1
116,2023-05-25 12:09:35,0,0,23.16,1
117,2023-05-25 12:09:40,0,0,23.15,1
118,2023-05-25 12:09:45,0,0,23.19,1
119,2023-05-25 12:09:50,0,0,23.22,1
120,2023-05-25 12:09:55,0,0,23.22,1
121,2023-05-25 12:10:00,0,0,23.22,1
122,2023-05-25 12:10:05,0,0,23.23,1
123,2023-05-25 12:10:10,0,0,23.23,1
124,2023-05-25 12:10:15,0,0,23.29,1
125,2023-05-25 12:10:20,0,0,23.31,1
126,2023-05-25 12:10:25,0,0,23.33,1
127,2023-05-25 12:10:30,0,0,23.34,1
128,2023-05-25 12:10:35,0,0,23.35,1
129,2023-05-25 12:10:40,0,0,23.37,1
130,2023-05-25 12:10:45,0,0,23.4,1
131,2023-05-25 12:10:50,0,0,23.4,1
132,2023-05-25 12:10:55,0,0,23.41,1
133,2023-05-25 12:11:00,0,0,23.42,1
134,2023-05-25 12:11:05,0,0,23.44,1
135,2023-05-25 12:11:10,0,0,23.44,1
136,2023-05-25 12:11:15,0,0,23.46,1
137,2023-05-25 12:11:20,0,0,23.46,1
138,2023-05-25 12:11:25,0,0,23.48,1
139,2023-05-25 12:11:30,0,0,23.49,1
140,2023-05-25 12:11:35,0,0,23.49,1
141,2023-05-25 12:11:40,0,0,23.48,1
142,2023-05-25 12:11:45,0,0,23.48,1
143,2023-05-25 12:11:50,0,0,23.49,1
144,2023-05-25 12:11:55,0,0,23.49,1
145,2023-05-25 12:12:00,0,0,23.5,1
146,2023-05-25 12:12:05,0,0,23.52,1
147,2023-05-25 12:12:10,0,0,23.53,1
148,2023-05-25 12:12:15,0,0,23.54,1
149,2023-05-25 12:12:20,0,0,23.54,1
150,2023-05-25 12:12:25,0,0,23.56,1
151,2023-05-25 12:12:30,0,0,23.57,1
152,2023-05-25 12:12:35,0,0,23.59,1
153,2023-05-25 12:12:40,0,0,23.59,1
154,2023-05-25 12:12:45,0,0,23.61,1
155,2023-05-25 12:12:50,0,0,23.63,1
156,2023-05-25 12:12:55,0,0,23.64,1
157,2023-05-25 12:13:00,0,0,23.65,1
158,2023-05-25 12:13:05,0,0,23.67,1
159,2023-05-25 12:13:10,0,0,23.69,1
160,2023-05-25 12:13:15,0,0,23.71,1
161,2023-05-25 12:13:20,0,0,23.72,1
162,2023-05-25 12:13:25,0,0,23.72,1
163,2023-05-25 12:13:30,0,0,23.74,1
164,2023-05-25 12:13:35,0,0,23.75,1
