"Plot Title: mgas_nhc_poolDown_cond"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10423230, SEN S/N: 10423230)","Full Range, μS/cm (LGR S/N: 10423230, SEN S/N: 10423230)","Temp, °C (LGR S/N: 10423230, SEN S/N: 10423230)","Coupler Detached (LGR S/N: 10423230)","Coupler Attached (LGR S/N: 10423230)","Host Connected (LGR S/N: 10423230)","Stopped (LGR S/N: 10423230)","End Of File (LGR S/N: 10423230)"
412,06/25/23 06:45:00 PM,3.3,5.3,26.26,,,,,
413,06/25/23 07:00:00 PM,2.2,5.3,25.96,,,,,
414,06/25/23 07:15:00 PM,3.3,5.3,25.66,,,,,
415,06/25/23 07:30:00 PM,3.3,5.3,25.36,,,,,
416,06/25/23 07:45:00 PM,3.3,5.3,25.07,,,,,
417,06/25/23 08:00:00 PM,3.3,5.3,24.83,,,,,
418,06/25/23 08:15:00 PM,2.2,5.3,24.60,,,,,
419,06/25/23 08:30:00 PM,2.2,3.1,24.41,,,,,
420,06/25/23 08:45:00 PM,3.3,5.3,24.21,,,,,
421,06/25/23 09:00:00 PM,3.3,5.3,23.97,,,,,
422,06/25/23 09:15:00 PM,3.3,5.3,23.78,,,,,
423,06/25/23 09:30:00 PM,3.3,5.3,23.57,,,,,
424,06/25/23 09:45:00 PM,3.4,5.3,23.40,,,,,
425,06/25/23 10:00:00 PM,3.4,3.1,23.27,,,,,
426,06/25/23 10:15:00 PM,2.2,5.3,23.16,,,,,
427,06/25/23 10:30:00 PM,2.2,5.3,23.05,,,,,
428,06/25/23 10:45:00 PM,2.2,5.3,22.96,,,,,
429,06/25/23 11:00:00 PM,2.2,5.3,22.90,,,,,
430,06/25/23 11:15:00 PM,3.4,5.3,22.83,,,,,
431,06/25/23 11:30:00 PM,3.4,5.3,22.78,,,,,
432,06/25/23 11:45:00 PM,2.4,5.3,22.75,,,,,
433,06/26/23 12:00:00 AM,3.4,5.3,22.72,,,,,
434,06/26/23 12:15:00 AM,3.4,5.3,22.68,,,,,
435,06/26/23 12:30:00 AM,2.2,5.3,22.66,,,,,
436,06/26/23 12:45:00 AM,3.4,5.3,22.62,,,,,
437,06/26/23 01:00:00 AM,3.4,5.3,22.57,,,,,
438,06/26/23 01:15:00 AM,3.4,5.3,22.52,,,,,
439,06/26/23 01:30:00 AM,3.6,5.3,22.44,,,,,
440,06/26/23 01:45:00 AM,2.2,5.3,22.33,,,,,
441,06/26/23 02:00:00 AM,2.4,5.3,22.24,,,,,
442,06/26/23 02:15:00 AM,3.3,5.3,22.17,,,,,
443,06/26/23 02:30:00 AM,3.4,5.3,22.11,,,,,
444,06/26/23 02:45:00 AM,3.4,5.3,22.02,,,,,
445,06/26/23 03:00:00 AM,3.4,3.1,21.91,,,,,
446,06/26/23 03:15:00 AM,3.4,5.3,21.87,,,,,
447,06/26/23 03:30:00 AM,3.3,5.3,21.79,,,,,
448,06/26/23 03:45:00 AM,3.3,5.3,21.72,,,,,
449,06/26/23 04:00:00 AM,2.2,5.3,21.62,,,,,
450,06/26/23 04:15:00 AM,3.4,5.3,21.56,,,,,
451,06/26/23 04:30:00 AM,3.4,3.1,21.43,,,,,
452,06/26/23 04:45:00 AM,3.4,5.3,21.35,,,,,
453,06/26/23 05:00:00 AM,3.4,5.3,21.22,,,,,
454,06/26/23 05:15:00 AM,3.4,5.3,21.09,,,,,
455,06/26/23 05:30:00 AM,3.4,3.1,20.92,,,,,
456,06/26/23 05:45:00 AM,3.4,5.3,20.78,,,,,
457,06/26/23 06:00:00 AM,3.4,5.3,20.56,,,,,
458,06/26/23 06:15:00 AM,3.4,5.3,20.48,,,,,
459,06/26/23 06:30:00 AM,3.4,5.3,20.48,,,,,
460,06/26/23 06:45:00 AM,3.4,5.3,20.51,,,,,
461,06/26/23 07:00:00 AM,2.2,5.3,20.55,,,,,
462,06/26/23 07:15:00 AM,3.3,5.3,20.70,,,,,
463,06/26/23 07:30:00 AM,3.4,5.3,20.92,,,,,
464,06/26/23 07:45:00 AM,16.9,5.3,21.26,,,,,
465,06/26/23 08:00:00 AM,3.4,5.3,21.58,,,,,
466,06/26/23 08:15:00 AM,3.4,5.3,22.00,,,,,
467,06/26/23 08:30:00 AM,3.4,5.3,22.34,,,,,
468,06/26/23 08:45:00 AM,3.4,5.3,22.62,,,,,
469,06/26/23 09:00:00 AM,2.4,5.3,22.83,,,,,
470,06/26/23 09:15:00 AM,3.4,5.3,23.06,,,,,
471,06/26/23 09:30:00 AM,2.2,5.3,23.50,,,,,
472,06/26/23 09:45:00 AM,3.3,2.0,23.93,,,,,
473,06/26/23 10:00:00 AM,16.0,15.0,23.15,,,,,
474,06/26/23 10:03:31 AM,,,,,Logged,,,
475,06/26/23 10:03:37 AM,,,,Logged,,,,
476,06/26/23 10:03:41 AM,,,,,Logged,,,
477,06/26/23 10:03:49 AM,,,,,,Logged,,
478,06/26/23 10:03:59 AM,,,,,,,Logged,Logged
