"Plot Title: mgas_cb_poolDown_wl_2023-06-21"
"#","Date Time, GMT-04:00","Abs Pres, kPa (LGR S/N: 10906727, SEN S/N: 10906727)","Temp, °C (LGR S/N: 10906727, SEN S/N: 10906727)","Coupler Detached (LGR S/N: 10906727)","Coupler Attached (LGR S/N: 10906727)","Host Connected (LGR S/N: 10906727)","Stopped (LGR S/N: 10906727)","End Of File (LGR S/N: 10906727)"
1,06/21/23 11:49:30 AM,100.417,24.351,Logged,,,,
2,06/21/23 11:50:00 AM,100.411,24.448,,,,,
3,06/21/23 11:50:30 AM,100.418,24.641,,,,,
4,06/21/23 11:51:00 AM,100.401,24.738,,,,,
5,06/21/23 11:51:30 AM,100.411,24.738,,,,,
6,06/21/23 11:52:00 AM,100.422,24.738,,,,,
7,06/21/23 11:52:30 AM,100.408,24.641,,,,,
8,06/21/23 11:53:00 AM,100.418,24.641,,,,,
9,06/21/23 11:53:30 AM,100.404,24.545,,,,,
10,06/21/23 11:54:00 AM,100.394,24.545,,,,,
11,06/21/23 11:54:30 AM,102.152,24.448,,,,,
12,06/21/23 11:55:00 AM,102.244,24.158,,,,,
13,06/21/23 11:55:30 AM,102.213,23.869,,,,,
14,06/21/23 11:56:00 AM,102.219,23.484,,,,,
15,06/21/23 11:56:30 AM,102.242,23.292,,,,,
16,06/21/23 11:57:00 AM,102.221,23.004,,,,,
17,06/21/23 11:57:30 AM,102.241,22.717,,,,,
18,06/21/23 11:58:00 AM,102.234,22.525,,,,,
19,06/21/23 11:58:30 AM,102.226,22.333,,,,,
20,06/21/23 11:59:00 AM,102.253,22.238,,,,,
21,06/21/23 11:59:30 AM,102.236,22.046,,,,,
22,06/21/23 12:00:00 PM,102.232,21.951,,,,,
23,06/21/23 12:00:30 PM,102.260,21.855,,,,,
24,06/21/23 12:01:00 PM,102.256,21.760,,,,,
25,06/21/23 12:01:30 PM,102.242,21.664,,,,,
26,06/21/23 12:02:00 PM,102.239,21.569,,,,,
27,06/21/23 12:02:30 PM,102.225,21.473,,,,,
28,06/21/23 12:03:00 PM,102.252,21.378,,,,,
29,06/21/23 12:03:30 PM,102.242,21.378,,,,,
30,06/21/23 12:04:00 PM,102.238,21.282,,,,,
31,06/21/23 12:04:30 PM,102.238,21.282,,,,,
32,06/21/23 12:05:00 PM,102.234,21.187,,,,,
33,06/21/23 12:05:30 PM,102.255,21.187,,,,,
34,06/21/23 12:06:00 PM,102.231,21.091,,,,,
35,06/21/23 12:06:30 PM,102.231,21.091,,,,,
36,06/21/23 12:07:00 PM,102.221,21.091,,,,,
37,06/21/23 12:07:30 PM,102.221,21.091,,,,,
38,06/21/23 12:08:00 PM,102.217,20.996,,,,,
39,06/21/23 12:08:30 PM,102.227,20.996,,,,,
40,06/21/23 12:09:00 PM,102.217,20.996,,,,,
41,06/21/23 12:09:30 PM,102.237,20.996,,,,,
42,06/21/23 12:10:00 PM,102.227,20.996,,,,,
43,06/21/23 12:10:30 PM,102.213,20.901,,,,,
44,06/21/23 12:11:00 PM,102.224,20.901,,,,,
45,06/21/23 12:11:30 PM,102.224,20.901,,,,,
46,06/21/23 12:12:00 PM,102.213,20.901,,,,,
47,06/21/23 12:12:30 PM,102.203,20.901,,,,,
48,06/21/23 12:13:00 PM,102.203,20.901,,,,,
49,06/21/23 12:13:30 PM,102.213,20.901,,,,,
50,06/21/23 12:14:00 PM,102.213,20.901,,,,,
51,06/21/23 12:14:30 PM,102.213,20.901,,,,,
52,06/21/23 12:15:00 PM,102.179,20.805,,,,,
53,06/21/23 12:15:30 PM,102.210,20.805,,,,,
54,06/21/23 12:16:00 PM,102.220,20.805,,,,,
55,06/21/23 12:16:30 PM,102.189,20.805,,,,,
56,06/21/23 12:17:00 PM,102.200,20.805,,,,,
57,06/21/23 12:17:30 PM,102.189,20.805,,,,,
58,06/21/23 12:18:00 PM,102.200,20.805,,,,,
59,06/21/23 12:18:30 PM,102.200,20.805,,,,,
60,06/21/23 12:19:00 PM,102.200,20.805,,,,,
61,06/21/23 12:19:30 PM,102.210,20.805,,,,,
62,06/21/23 12:20:00 PM,102.200,20.805,,,,,
63,06/21/23 12:20:30 PM,102.189,20.805,,,,,
64,06/21/23 12:21:00 PM,102.189,20.805,,,,,
65,06/21/23 12:21:30 PM,102.210,20.805,,,,,
66,06/21/23 12:22:00 PM,102.200,20.805,,,,,
67,06/21/23 12:22:30 PM,102.189,20.805,,,,,
68,06/21/23 12:23:00 PM,102.189,20.805,,,,,
69,06/21/23 12:23:30 PM,102.200,20.805,,,,,
70,06/21/23 12:24:00 PM,102.210,20.805,,,,,
71,06/21/23 12:24:30 PM,102.210,20.805,,,,,
72,06/21/23 12:25:00 PM,102.200,20.805,,,,,
73,06/21/23 12:25:30 PM,102.210,20.805,,,,,
74,06/21/23 12:26:00 PM,102.210,20.805,,,,,
75,06/21/23 12:26:30 PM,102.200,20.805,,,,,
76,06/21/23 12:27:00 PM,102.200,20.805,,,,,
77,06/21/23 12:27:30 PM,102.200,20.805,,,,,
78,06/21/23 12:28:00 PM,102.210,20.805,,,,,
79,06/21/23 12:28:30 PM,102.200,20.805,,,,,
80,06/21/23 12:29:00 PM,102.210,20.805,,,,,
81,06/21/23 12:29:30 PM,102.210,20.805,,,,,
82,06/21/23 12:30:00 PM,102.210,20.805,,,,,
83,06/21/23 12:30:30 PM,102.220,20.805,,,,,
84,06/21/23 12:31:00 PM,102.210,20.805,,,,,
85,06/21/23 12:31:30 PM,102.200,20.805,,,,,
86,06/21/23 12:32:00 PM,102.200,20.805,,,,,
87,06/21/23 12:32:30 PM,102.210,20.805,,,,,
88,06/21/23 12:33:00 PM,102.200,20.805,,,,,
89,06/21/23 12:33:30 PM,102.189,20.805,,,,,
90,06/21/23 12:34:00 PM,102.210,20.805,,,,,
91,06/21/23 12:34:30 PM,102.200,20.805,,,,,
92,06/21/23 12:35:00 PM,102.200,20.805,,,,,
93,06/21/23 12:35:30 PM,102.200,20.805,,,,,
94,06/21/23 12:36:00 PM,102.189,20.805,,,,,
95,06/21/23 12:36:30 PM,102.189,20.805,,,,,
96,06/21/23 12:37:00 PM,102.200,20.805,,,,,
97,06/21/23 12:37:30 PM,102.189,20.805,,,,,
98,06/21/23 12:38:00 PM,102.200,20.805,,,,,
99,06/21/23 12:38:30 PM,102.179,20.805,,,,,
100,06/21/23 12:39:00 PM,102.179,20.805,,,,,
101,06/21/23 12:39:30 PM,102.179,20.805,,,,,
102,06/21/23 12:40:00 PM,102.169,20.805,,,,,
103,06/21/23 12:40:30 PM,102.169,20.805,,,,,
104,06/21/23 12:41:00 PM,102.159,20.805,,,,,
105,06/21/23 12:41:30 PM,102.179,20.805,,,,,
106,06/21/23 12:42:00 PM,102.179,20.805,,,,,
107,06/21/23 12:42:30 PM,102.169,20.805,,,,,
108,06/21/23 12:43:00 PM,102.169,20.805,,,,,
109,06/21/23 12:43:30 PM,102.159,20.805,,,,,
110,06/21/23 12:44:00 PM,102.159,20.805,,,,,
111,06/21/23 12:44:30 PM,102.169,20.805,,,,,
112,06/21/23 12:45:00 PM,102.159,20.805,,,,,
113,06/21/23 12:45:30 PM,102.159,20.805,,,,,
114,06/21/23 12:46:00 PM,102.159,20.805,,,,,
115,06/21/23 12:46:30 PM,102.169,20.805,,,,,
116,06/21/23 12:47:00 PM,102.148,20.805,,,,,
117,06/21/23 12:47:30 PM,102.159,20.805,,,,,
118,06/21/23 12:48:00 PM,102.159,20.805,,,,,
119,06/21/23 12:48:30 PM,102.159,20.805,,,,,
120,06/21/23 12:49:00 PM,102.169,20.805,,,,,
121,06/21/23 12:49:30 PM,102.179,20.805,,,,,
122,06/21/23 12:50:00 PM,102.179,20.805,,,,,
123,06/21/23 12:50:30 PM,102.169,20.805,,,,,
124,06/21/23 12:51:00 PM,102.169,20.805,,,,,
125,06/21/23 12:51:30 PM,102.169,20.805,,,,,
126,06/21/23 12:52:00 PM,102.159,20.805,,,,,
127,06/21/23 12:52:30 PM,102.179,20.805,,,,,
128,06/21/23 12:53:00 PM,102.169,20.805,,,,,
129,06/21/23 12:53:30 PM,102.169,20.805,,,,,
130,06/21/23 12:54:00 PM,102.148,20.805,,,,,
131,06/21/23 12:54:30 PM,102.159,20.805,,,,,
132,06/21/23 12:55:00 PM,102.159,20.805,,,,,
133,06/21/23 12:55:30 PM,102.138,20.805,,,,,
134,06/21/23 12:56:00 PM,102.138,20.805,,,,,
135,06/21/23 12:56:30 PM,102.159,20.805,,,,,
136,06/21/23 12:57:00 PM,102.159,20.805,,,,,
137,06/21/23 12:57:30 PM,102.169,20.805,,,,,
138,06/21/23 12:58:00 PM,102.148,20.805,,,,,
139,06/21/23 12:58:30 PM,102.159,20.805,,,,,
140,06/21/23 12:59:00 PM,102.159,20.805,,,,,
141,06/21/23 12:59:30 PM,102.148,20.805,,,,,
142,06/21/23 01:00:00 PM,102.148,20.805,,,,,
143,06/21/23 01:00:30 PM,102.138,20.805,,,,,
144,06/21/23 01:01:00 PM,102.159,20.805,,,,,
145,06/21/23 01:01:30 PM,102.148,20.805,,,,,
146,06/21/23 01:02:00 PM,102.148,20.805,,,,,
147,06/21/23 01:02:30 PM,102.148,20.805,,,,,
148,06/21/23 01:03:00 PM,102.148,20.805,,,,,
149,06/21/23 01:03:30 PM,102.148,20.805,,,,,
150,06/21/23 01:04:00 PM,102.148,20.805,,,,,
151,06/21/23 01:04:30 PM,102.138,20.805,,,,,
152,06/21/23 01:05:00 PM,102.148,20.805,,,,,
153,06/21/23 01:05:30 PM,102.138,20.805,,,,,
154,06/21/23 01:06:00 PM,102.159,20.805,,,,,
155,06/21/23 01:06:30 PM,102.128,20.805,,,,,
156,06/21/23 01:07:00 PM,102.148,20.805,,,,,
157,06/21/23 01:07:30 PM,102.138,20.805,,,,,
158,06/21/23 01:08:00 PM,102.138,20.805,,,,,
159,06/21/23 01:08:30 PM,102.148,20.805,,,,,
160,06/21/23 01:09:00 PM,102.148,20.805,,,,,
161,06/21/23 01:09:30 PM,102.138,20.805,,,,,
162,06/21/23 01:10:00 PM,102.138,20.805,,,,,
163,06/21/23 01:10:30 PM,102.128,20.805,,,,,
164,06/21/23 01:11:00 PM,102.118,20.805,,,,,
165,06/21/23 01:11:30 PM,102.138,20.805,,,,,
166,06/21/23 01:12:00 PM,102.128,20.805,,,,,
167,06/21/23 01:12:30 PM,102.128,20.805,,,,,
168,06/21/23 01:13:00 PM,102.138,20.805,,,,,
169,06/21/23 01:13:30 PM,102.148,20.805,,,,,
170,06/21/23 01:14:00 PM,102.159,20.805,,,,,
171,06/21/23 01:14:30 PM,102.138,20.805,,,,,
172,06/21/23 01:15:00 PM,102.138,20.805,,,,,
173,06/21/23 01:15:30 PM,102.128,20.805,,,,,
174,06/21/23 01:16:00 PM,102.118,20.805,,,,,
175,06/21/23 01:16:30 PM,102.128,20.805,,,,,
176,06/21/23 01:17:00 PM,102.128,20.805,,,,,
177,06/21/23 01:17:30 PM,102.118,20.805,,,,,
178,06/21/23 01:18:00 PM,102.118,20.805,,,,,
179,06/21/23 01:18:30 PM,102.128,20.805,,,,,
180,06/21/23 01:19:00 PM,102.107,20.805,,,,,
181,06/21/23 01:19:30 PM,102.118,20.805,,,,,
182,06/21/23 01:20:00 PM,102.118,20.805,,,,,
183,06/21/23 01:20:30 PM,102.118,20.805,,,,,
184,06/21/23 01:21:00 PM,102.107,20.805,,,,,
185,06/21/23 01:21:30 PM,102.118,20.805,,,,,
186,06/21/23 01:22:00 PM,102.097,20.805,,,,,
187,06/21/23 01:22:30 PM,102.107,20.805,,,,,
188,06/21/23 01:23:00 PM,102.097,20.805,,,,,
189,06/21/23 01:23:30 PM,102.118,20.805,,,,,
190,06/21/23 01:24:00 PM,102.128,20.805,,,,,
191,06/21/23 01:24:30 PM,102.118,20.805,,,,,
192,06/21/23 01:25:00 PM,102.128,20.805,,,,,
193,06/21/23 01:25:30 PM,102.118,20.805,,,,,
194,06/21/23 01:26:00 PM,102.118,20.805,,,,,
195,06/21/23 01:26:30 PM,102.118,20.805,,,,,
196,06/21/23 01:27:00 PM,102.128,20.805,,,,,
197,06/21/23 01:27:30 PM,102.107,20.805,,,,,
198,06/21/23 01:28:00 PM,102.128,20.805,,,,,
199,06/21/23 01:28:30 PM,102.118,20.805,,,,,
200,06/21/23 01:29:00 PM,102.128,20.805,,,,,
201,06/21/23 01:29:30 PM,102.118,20.805,,,,,
202,06/21/23 01:30:00 PM,102.097,20.805,,,,,
203,06/21/23 01:30:30 PM,102.118,20.805,,,,,
204,06/21/23 01:31:00 PM,102.118,20.805,,,,,
205,06/21/23 01:31:30 PM,102.087,20.805,,,,,
206,06/21/23 01:32:00 PM,102.118,20.805,,,,,
207,06/21/23 01:32:30 PM,102.097,20.805,,,,,
208,06/21/23 01:33:00 PM,102.118,20.805,,,,,
209,06/21/23 01:33:30 PM,102.118,20.805,,,,,
210,06/21/23 01:34:00 PM,102.107,20.805,,,,,
211,06/21/23 01:34:30 PM,102.107,20.805,,,,,
212,06/21/23 01:35:00 PM,102.097,20.805,,,,,
213,06/21/23 01:35:30 PM,102.128,20.805,,,,,
214,06/21/23 01:36:00 PM,102.107,20.805,,,,,
215,06/21/23 01:36:30 PM,102.097,20.805,,,,,
216,06/21/23 01:37:00 PM,102.097,20.805,,,,,
217,06/21/23 01:37:30 PM,102.118,20.805,,,,,
218,06/21/23 01:38:00 PM,102.097,20.805,,,,,
219,06/21/23 01:38:30 PM,102.118,20.805,,,,,
220,06/21/23 01:39:00 PM,102.107,20.805,,,,,
221,06/21/23 01:39:30 PM,102.118,20.805,,,,,
222,06/21/23 01:40:00 PM,102.118,20.805,,,,,
223,06/21/23 01:40:30 PM,102.107,20.805,,,,,
224,06/21/23 01:41:00 PM,102.107,20.805,,,,,
225,06/21/23 01:41:30 PM,102.097,20.805,,,,,
226,06/21/23 01:42:00 PM,102.107,20.805,,,,,
227,06/21/23 01:42:30 PM,102.107,20.805,,,,,
228,06/21/23 01:43:00 PM,102.097,20.805,,,,,
229,06/21/23 01:43:30 PM,102.107,20.805,,,,,
230,06/21/23 01:44:00 PM,102.107,20.805,,,,,
231,06/21/23 01:44:30 PM,102.118,20.805,,,,,
232,06/21/23 01:45:00 PM,102.107,20.805,,,,,
233,06/21/23 01:45:30 PM,102.107,20.805,,,,,
234,06/21/23 01:46:00 PM,102.107,20.805,,,,,
235,06/21/23 01:46:30 PM,102.107,20.805,,,,,
236,06/21/23 01:47:00 PM,102.097,20.805,,,,,
237,06/21/23 01:47:30 PM,102.107,20.805,,,,,
238,06/21/23 01:48:00 PM,102.107,20.805,,,,,
239,06/21/23 01:48:30 PM,102.097,20.805,,,,,
240,06/21/23 01:49:00 PM,102.097,20.805,,,,,
241,06/21/23 01:49:30 PM,102.087,20.805,,,,,
242,06/21/23 01:50:00 PM,102.107,20.805,,,,,
243,06/21/23 01:50:30 PM,102.087,20.805,,,,,
244,06/21/23 01:51:00 PM,102.107,20.805,,,,,
245,06/21/23 01:51:30 PM,102.097,20.805,,,,,
246,06/21/23 01:52:00 PM,102.097,20.805,,,,,
247,06/21/23 01:52:30 PM,102.087,20.805,,,,,
248,06/21/23 01:53:00 PM,102.077,20.805,,,,,
249,06/21/23 01:53:30 PM,102.077,20.805,,,,,
250,06/21/23 01:54:00 PM,102.066,20.805,,,,,
251,06/21/23 01:54:30 PM,102.087,20.805,,,,,
252,06/21/23 01:55:00 PM,102.087,20.805,,,,,
253,06/21/23 01:55:30 PM,102.077,20.805,,,,,
254,06/21/23 01:56:00 PM,102.077,20.805,,,,,
255,06/21/23 01:56:30 PM,102.056,20.805,,,,,
256,06/21/23 01:57:00 PM,102.077,20.805,,,,,
257,06/21/23 01:57:30 PM,102.066,20.805,,,,,
258,06/21/23 01:58:00 PM,102.077,20.805,,,,,
259,06/21/23 01:58:30 PM,102.087,20.805,,,,,
260,06/21/23 01:59:00 PM,102.087,20.805,,,,,
261,06/21/23 01:59:30 PM,102.066,20.805,,,,,
262,06/21/23 02:00:00 PM,102.087,20.805,,,,,
263,06/21/23 02:00:30 PM,102.077,20.805,,,,,
264,06/21/23 02:01:00 PM,102.066,20.805,,,,,
265,06/21/23 02:01:30 PM,102.066,20.805,,,,,
266,06/21/23 02:02:00 PM,102.056,20.805,,,,,
267,06/21/23 02:02:30 PM,102.087,20.805,,,,,
268,06/21/23 02:03:00 PM,102.066,20.805,,,,,
269,06/21/23 02:03:30 PM,102.077,20.805,,,,,
270,06/21/23 02:04:00 PM,102.077,20.805,,,,,
271,06/21/23 02:04:30 PM,102.077,20.805,,,,,
272,06/21/23 02:05:00 PM,102.077,20.805,,,,,
273,06/21/23 02:05:30 PM,102.077,20.805,,,,,
274,06/21/23 02:06:00 PM,102.077,20.805,,,,,
275,06/21/23 02:06:30 PM,102.077,20.805,,,,,
276,06/21/23 02:07:00 PM,102.087,20.805,,,,,
277,06/21/23 02:07:30 PM,102.077,20.805,,,,,
278,06/21/23 02:08:00 PM,102.087,20.805,,,,,
279,06/21/23 02:08:30 PM,102.087,20.805,,,,,
280,06/21/23 02:09:00 PM,102.087,20.805,,,,,
281,06/21/23 02:09:30 PM,102.077,20.805,,,,,
282,06/21/23 02:10:00 PM,102.077,20.805,,,,,
283,06/21/23 02:10:30 PM,102.077,20.805,,,,,
284,06/21/23 02:11:00 PM,102.087,20.805,,,,,
285,06/21/23 02:11:30 PM,102.087,20.805,,,,,
286,06/21/23 02:12:00 PM,102.077,20.805,,,,,
287,06/21/23 02:12:30 PM,102.097,20.805,,,,,
288,06/21/23 02:13:00 PM,102.087,20.805,,,,,
289,06/21/23 02:13:30 PM,102.077,20.805,,,,,
290,06/21/23 02:14:00 PM,102.077,20.805,,,,,
291,06/21/23 02:14:30 PM,102.097,20.805,,,,,
292,06/21/23 02:15:00 PM,102.097,20.805,,,,,
293,06/21/23 02:15:30 PM,102.107,20.805,,,,,
294,06/21/23 02:16:00 PM,102.087,20.805,,,,,
295,06/21/23 02:16:30 PM,102.097,20.805,,,,,
296,06/21/23 02:17:00 PM,102.087,20.805,,,,,
297,06/21/23 02:17:30 PM,102.087,20.805,,,,,
298,06/21/23 02:18:00 PM,102.087,20.805,,,,,
299,06/21/23 02:18:30 PM,102.087,20.805,,,,,
300,06/21/23 02:19:00 PM,102.097,20.805,,,,,
301,06/21/23 02:19:30 PM,102.077,20.805,,,,,
302,06/21/23 02:20:00 PM,102.077,20.805,,,,,
303,06/21/23 02:20:30 PM,102.087,20.805,,,,,
304,06/21/23 02:21:00 PM,102.087,20.805,,,,,
305,06/21/23 02:21:30 PM,102.056,20.805,,,,,
306,06/21/23 02:22:00 PM,102.066,20.805,,,,,
307,06/21/23 02:22:30 PM,102.066,20.805,,,,,
308,06/21/23 02:23:00 PM,102.066,20.805,,,,,
309,06/21/23 02:23:30 PM,102.056,20.805,,,,,
310,06/21/23 02:24:00 PM,102.077,20.805,,,,,
311,06/21/23 02:24:30 PM,102.066,20.805,,,,,
312,06/21/23 02:25:00 PM,102.056,20.805,,,,,
313,06/21/23 02:25:30 PM,102.066,20.805,,,,,
314,06/21/23 02:26:00 PM,102.056,20.805,,,,,
315,06/21/23 02:26:30 PM,102.066,20.805,,,,,
316,06/21/23 02:27:00 PM,102.046,20.805,,,,,
317,06/21/23 02:27:30 PM,102.056,20.805,,,,,
318,06/21/23 02:28:00 PM,102.046,20.805,,,,,
319,06/21/23 02:28:30 PM,102.056,20.805,,,,,
320,06/21/23 02:29:00 PM,102.036,20.805,,,,,
321,06/21/23 02:29:30 PM,102.046,20.805,,,,,
322,06/21/23 02:30:00 PM,102.046,20.805,,,,,
323,06/21/23 02:30:30 PM,102.036,20.805,,,,,
324,06/21/23 02:31:00 PM,102.036,20.805,,,,,
325,06/21/23 02:31:30 PM,102.026,20.805,,,,,
326,06/21/23 02:32:00 PM,102.036,20.805,,,,,
327,06/21/23 02:32:30 PM,102.036,20.805,,,,,
328,06/21/23 02:33:00 PM,102.036,20.805,,,,,
329,06/21/23 02:33:30 PM,102.036,20.805,,,,,
330,06/21/23 02:34:00 PM,102.046,20.805,,,,,
331,06/21/23 02:34:30 PM,102.046,20.805,,,,,
332,06/21/23 02:35:00 PM,102.056,20.805,,,,,
333,06/21/23 02:35:30 PM,102.036,20.805,,,,,
334,06/21/23 02:36:00 PM,102.036,20.805,,,,,
335,06/21/23 02:36:30 PM,102.046,20.805,,,,,
336,06/21/23 02:37:00 PM,102.056,20.805,,,,,
337,06/21/23 02:37:30 PM,102.046,20.805,,,,,
338,06/21/23 02:38:00 PM,102.046,20.805,,,,,
339,06/21/23 02:38:30 PM,102.046,20.805,,,,,
340,06/21/23 02:39:00 PM,102.046,20.805,,,,,
341,06/21/23 02:39:30 PM,102.046,20.805,,,,,
342,06/21/23 02:40:00 PM,102.046,20.805,,,,,
343,06/21/23 02:40:30 PM,102.056,20.805,,,,,
344,06/21/23 02:41:00 PM,102.046,20.805,,,,,
345,06/21/23 02:41:30 PM,102.056,20.805,,,,,
346,06/21/23 02:42:00 PM,102.046,20.805,,,,,
347,06/21/23 02:42:30 PM,102.046,20.805,,,,,
348,06/21/23 02:43:00 PM,102.046,20.805,,,,,
349,06/21/23 02:43:30 PM,102.046,20.805,,,,,
350,06/21/23 02:44:00 PM,102.056,20.805,,,,,
351,06/21/23 02:44:30 PM,102.046,20.805,,,,,
352,06/21/23 02:45:00 PM,102.026,20.805,,,,,
353,06/21/23 02:45:30 PM,102.046,20.805,,,,,
354,06/21/23 02:46:00 PM,102.036,20.805,,,,,
355,06/21/23 02:46:30 PM,102.046,20.805,,,,,
356,06/21/23 02:47:00 PM,102.036,20.805,,,,,
357,06/21/23 02:47:30 PM,102.036,20.805,,,,,
358,06/21/23 02:48:00 PM,102.046,20.805,,,,,
359,06/21/23 02:48:30 PM,102.026,20.805,,,,,
360,06/21/23 02:49:00 PM,102.036,20.805,,,,,
361,06/21/23 02:49:30 PM,102.036,20.805,,,,,
362,06/21/23 02:50:00 PM,102.046,20.805,,,,,
363,06/21/23 02:50:30 PM,102.026,20.805,,,,,
364,06/21/23 02:51:00 PM,102.036,20.805,,,,,
365,06/21/23 02:51:30 PM,102.046,20.805,,,,,
366,06/21/23 02:52:00 PM,102.046,20.805,,,,,
367,06/21/23 02:52:30 PM,102.046,20.805,,,,,
368,06/21/23 02:53:00 PM,102.036,20.805,,,,,
369,06/21/23 02:53:30 PM,102.036,20.805,,,,,
370,06/21/23 02:54:00 PM,102.046,20.805,,,,,
371,06/21/23 02:54:30 PM,102.036,20.805,,,,,
372,06/21/23 02:55:00 PM,102.036,20.805,,,,,
373,06/21/23 02:55:30 PM,102.026,20.805,,,,,
374,06/21/23 02:56:00 PM,102.026,20.805,,,,,
375,06/21/23 02:56:30 PM,102.026,20.805,,,,,
376,06/21/23 02:57:00 PM,102.036,20.805,,,,,
377,06/21/23 02:57:30 PM,102.015,20.805,,,,,
378,06/21/23 02:58:00 PM,102.026,20.805,,,,,
379,06/21/23 02:58:30 PM,102.015,20.805,,,,,
380,06/21/23 02:59:00 PM,102.036,20.805,,,,,
381,06/21/23 02:59:30 PM,102.015,20.805,,,,,
382,06/21/23 03:00:00 PM,102.026,20.805,,,,,
383,06/21/23 03:00:30 PM,102.015,20.805,,,,,
384,06/21/23 03:01:00 PM,102.036,20.805,,,,,
385,06/21/23 03:01:30 PM,102.015,20.805,,,,,
386,06/21/23 03:02:00 PM,102.005,20.805,,,,,
387,06/21/23 03:02:30 PM,102.026,20.805,,,,,
388,06/21/23 03:03:00 PM,102.015,20.805,,,,,
389,06/21/23 03:03:30 PM,102.026,20.805,,,,,
390,06/21/23 03:04:00 PM,102.026,20.805,,,,,
391,06/21/23 03:04:30 PM,102.015,20.805,,,,,
392,06/21/23 03:05:00 PM,102.026,20.805,,,,,
393,06/21/23 03:05:30 PM,102.026,20.805,,,,,
394,06/21/23 03:06:00 PM,102.005,20.805,,,,,
395,06/21/23 03:06:30 PM,102.026,20.805,,,,,
396,06/21/23 03:07:00 PM,102.015,20.805,,,,,
397,06/21/23 03:07:30 PM,102.015,20.805,,,,,
398,06/21/23 03:08:00 PM,102.026,20.805,,,,,
399,06/21/23 03:08:30 PM,102.015,20.805,,,,,
400,06/21/23 03:09:00 PM,102.015,20.805,,,,,
401,06/21/23 03:09:30 PM,102.026,20.805,,,,,
402,06/21/23 03:10:00 PM,102.015,20.805,,,,,
403,06/21/23 03:10:30 PM,102.026,20.805,,,,,
404,06/21/23 03:11:00 PM,102.015,20.805,,,,,
405,06/21/23 03:11:30 PM,102.005,20.805,,,,,
406,06/21/23 03:12:00 PM,102.015,20.805,,,,,
407,06/21/23 03:12:30 PM,102.015,20.805,,,,,
408,06/21/23 03:13:00 PM,102.015,20.805,,,,,
409,06/21/23 03:13:30 PM,102.015,20.805,,,,,
410,06/21/23 03:14:00 PM,102.015,20.805,,,,,
411,06/21/23 03:14:30 PM,102.026,20.805,,,,,
412,06/21/23 03:15:00 PM,102.015,20.805,,,,,
413,06/21/23 03:15:30 PM,102.026,20.805,,,,,
414,06/21/23 03:16:00 PM,102.015,20.805,,,,,
415,06/21/23 03:16:30 PM,102.026,20.805,,,,,
416,06/21/23 03:17:00 PM,102.005,20.805,,,,,
417,06/21/23 03:17:30 PM,102.005,20.805,,,,,
418,06/21/23 03:18:00 PM,102.005,20.805,,,,,
419,06/21/23 03:18:30 PM,102.015,20.805,,,,,
420,06/21/23 03:19:00 PM,102.005,20.805,,,,,
421,06/21/23 03:19:30 PM,102.005,20.805,,,,,
422,06/21/23 03:20:00 PM,102.015,20.805,,,,,
423,06/21/23 03:20:30 PM,102.005,20.805,,,,,
424,06/21/23 03:21:00 PM,102.005,20.805,,,,,
425,06/21/23 03:21:30 PM,101.995,20.805,,,,,
426,06/21/23 03:22:00 PM,102.005,20.805,,,,,
427,06/21/23 03:22:30 PM,102.005,20.805,,,,,
428,06/21/23 03:23:00 PM,101.995,20.805,,,,,
429,06/21/23 03:23:30 PM,102.005,20.805,,,,,
430,06/21/23 03:24:00 PM,101.995,20.805,,,,,
431,06/21/23 03:24:30 PM,101.995,20.805,,,,,
432,06/21/23 03:25:00 PM,101.995,20.805,,,,,
433,06/21/23 03:25:30 PM,101.995,20.805,,,,,
434,06/21/23 03:26:00 PM,101.995,20.805,,,,,
435,06/21/23 03:26:30 PM,101.995,20.805,,,,,
436,06/21/23 03:27:00 PM,101.985,20.805,,,,,
437,06/21/23 03:27:30 PM,102.005,20.805,,,,,
438,06/21/23 03:28:00 PM,101.995,20.805,,,,,
439,06/21/23 03:28:30 PM,102.005,20.805,,,,,
440,06/21/23 03:29:00 PM,101.995,20.805,,,,,
441,06/21/23 03:29:30 PM,102.005,20.805,,,,,
442,06/21/23 03:30:00 PM,102.005,20.805,,,,,
443,06/21/23 03:30:30 PM,101.995,20.805,,,,,
444,06/21/23 03:31:00 PM,101.995,20.805,,,,,
445,06/21/23 03:31:30 PM,102.015,20.805,,,,,
446,06/21/23 03:32:00 PM,102.005,20.805,,,,,
447,06/21/23 03:32:30 PM,102.005,20.805,,,,,
448,06/21/23 03:33:00 PM,102.005,20.805,,,,,
449,06/21/23 03:33:30 PM,102.015,20.805,,,,,
450,06/21/23 03:34:00 PM,102.015,20.805,,,,,
451,06/21/23 03:34:30 PM,102.015,20.805,,,,,
452,06/21/23 03:35:00 PM,102.015,20.805,,,,,
453,06/21/23 03:35:30 PM,102.015,20.805,,,,,
454,06/21/23 03:36:00 PM,102.015,20.805,,,,,
455,06/21/23 03:36:30 PM,102.015,20.805,,,,,
456,06/21/23 03:37:00 PM,102.015,20.805,,,,,
457,06/21/23 03:37:30 PM,102.005,20.805,,,,,
458,06/21/23 03:38:00 PM,102.005,20.805,,,,,
459,06/21/23 03:38:30 PM,102.026,20.805,,,,,
