"Plot Title: mgas_nhc_cb_riffle_cond"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 10523300, SEN S/N: 10523300)","Full Range, μS/cm (LGR S/N: 10523300, SEN S/N: 10523300)","Temp, °C (LGR S/N: 10523300, SEN S/N: 10523300)","Coupler Detached (LGR S/N: 10523300)","Coupler Attached (LGR S/N: 10523300)","Host Connected (LGR S/N: 10523300)","Stopped (LGR S/N: 10523300)","End Of File (LGR S/N: 10523300)"
1,06/21/23 12:15:00 PM,11.3,10.4,20.99,Logged,,,,
2,06/21/23 12:30:00 PM,106.4,101.7,20.32,,,,,
3,06/21/23 12:45:00 PM,106.2,101.7,20.34,,,,,
4,06/21/23 01:00:00 PM,106.2,101.3,20.34,,,,,
5,06/21/23 01:15:00 PM,106.2,101.3,20.34,,,,,
6,06/21/23 01:30:00 PM,106.2,101.3,20.34,,,,,
7,06/21/23 01:45:00 PM,106.2,101.3,20.32,,,,,
8,06/21/23 02:00:00 PM,106.2,101.3,20.32,,,,,
9,06/21/23 02:15:00 PM,106.2,101.3,20.34,,,,,
10,06/21/23 02:30:00 PM,106.4,101.7,20.34,,,,,
11,06/21/23 02:45:00 PM,106.5,101.7,20.34,,,,,
12,06/21/23 03:00:00 PM,106.7,101.7,20.35,,,,,
13,06/21/23 03:15:00 PM,106.9,102.1,20.35,,,,,
14,06/21/23 03:30:00 PM,107.0,102.1,20.35,,,,,
15,06/21/23 03:45:00 PM,107.3,102.4,20.35,,,,,
16,06/21/23 04:00:00 PM,107.5,102.4,20.35,,,,,
17,06/21/23 04:15:00 PM,107.8,102.8,20.35,,,,,
18,06/21/23 04:30:00 PM,108.1,102.8,20.34,,,,,
19,06/21/23 04:45:00 PM,108.1,103.2,20.34,,,,,
20,06/21/23 05:00:00 PM,108.5,103.2,20.34,,,,,
21,06/21/23 05:15:00 PM,108.6,103.9,20.35,,,,,
22,06/21/23 05:30:00 PM,108.8,103.6,20.35,,,,,
23,06/21/23 05:45:00 PM,109.1,103.9,20.35,,,,,
24,06/21/23 06:00:00 PM,109.2,103.9,20.35,,,,,
25,06/21/23 06:15:00 PM,109.4,104.7,20.34,,,,,
26,06/21/23 06:30:00 PM,109.6,104.3,20.32,,,,,
27,06/21/23 06:45:00 PM,109.7,105.1,20.31,,,,,
28,06/21/23 07:00:00 PM,109.9,104.7,20.30,,,,,
29,06/21/23 07:15:00 PM,109.9,105.1,20.27,,,,,
30,06/21/23 07:30:00 PM,110.1,105.1,20.24,,,,,
31,06/21/23 07:45:00 PM,110.2,105.4,20.23,,,,,
32,06/21/23 08:00:00 PM,110.2,105.1,20.23,,,,,
33,06/21/23 08:15:00 PM,110.2,105.4,20.19,,,,,
34,06/21/23 08:30:00 PM,110.3,105.4,20.18,,,,,
35,06/21/23 08:45:00 PM,110.4,105.5,20.15,,,,,
36,06/21/23 09:00:00 PM,110.4,105.1,20.14,,,,,
37,06/21/23 09:15:00 PM,110.5,105.5,20.11,,,,,
38,06/21/23 09:30:00 PM,110.5,105.5,20.08,,,,,
39,06/21/23 09:45:00 PM,110.5,105.5,20.07,,,,,
40,06/21/23 10:00:00 PM,110.4,105.5,20.04,,,,,
41,06/21/23 10:15:00 PM,110.4,105.5,20.02,,,,,
42,06/21/23 10:30:00 PM,110.4,105.5,20.00,,,,,
43,06/21/23 10:45:00 PM,110.5,105.5,19.99,,,,,
44,06/21/23 11:00:00 PM,110.5,105.5,19.97,,,,,
45,06/21/23 11:15:00 PM,110.5,105.5,19.95,,,,,
46,06/21/23 11:30:00 PM,110.5,105.5,19.93,,,,,
47,06/21/23 11:45:00 PM,110.4,105.5,19.92,,,,,
48,06/22/23 12:00:00 AM,110.4,105.5,19.89,,,,,
49,06/22/23 12:15:00 AM,110.5,105.5,19.88,,,,,
50,06/22/23 12:30:00 AM,110.4,105.5,19.85,,,,,
51,06/22/23 12:45:00 AM,110.4,105.5,19.84,,,,,
52,06/22/23 01:00:00 AM,110.4,105.5,19.83,,,,,
53,06/22/23 01:15:00 AM,110.4,105.1,19.80,,,,,
54,06/22/23 01:30:00 AM,110.4,105.1,19.80,,,,,
55,06/22/23 01:45:00 AM,110.4,105.5,19.77,,,,,
56,06/22/23 02:00:00 AM,110.4,105.1,19.76,,,,,
57,06/22/23 02:15:00 AM,110.4,105.5,19.75,,,,,
58,06/22/23 02:30:00 AM,110.3,105.1,19.72,,,,,
59,06/22/23 02:45:00 AM,110.2,105.1,19.71,,,,,
60,06/22/23 03:00:00 AM,110.3,105.1,19.68,,,,,
61,06/22/23 03:15:00 AM,110.2,105.1,19.67,,,,,
62,06/22/23 03:30:00 AM,110.2,105.1,19.64,,,,,
63,06/22/23 03:45:00 AM,110.2,105.1,19.64,,,,,
64,06/22/23 04:00:00 AM,110.2,105.1,19.61,,,,,
65,06/22/23 04:15:00 AM,110.3,105.1,19.59,,,,,
66,06/22/23 04:30:00 AM,110.1,105.1,19.59,,,,,
67,06/22/23 04:45:00 AM,110.2,105.1,19.56,,,,,
68,06/22/23 05:00:00 AM,110.0,105.1,19.56,,,,,
69,06/22/23 05:15:00 AM,110.0,105.1,19.55,,,,,
70,06/22/23 05:30:00 AM,110.0,105.1,19.53,,,,,
71,06/22/23 05:45:00 AM,110.0,104.8,19.51,,,,,
72,06/22/23 06:00:00 AM,110.0,104.8,19.51,,,,,
73,06/22/23 06:15:00 AM,109.9,104.8,19.51,,,,,
74,06/22/23 06:30:00 AM,109.9,104.8,19.48,,,,,
75,06/22/23 06:45:00 AM,109.9,104.8,19.47,,,,,
76,06/22/23 07:00:00 AM,109.8,104.8,19.47,,,,,
77,06/22/23 07:15:00 AM,109.8,104.8,19.45,,,,,
78,06/22/23 07:30:00 AM,109.8,104.8,19.44,,,,,
79,06/22/23 07:45:00 AM,109.4,104.0,19.43,,,,,
80,06/22/23 08:00:00 AM,109.0,104.0,19.41,,,,,
81,06/22/23 08:15:00 AM,108.7,104.0,19.41,,,,,
82,06/22/23 08:30:00 AM,107.9,102.5,19.41,,,,,
83,06/22/23 08:45:00 AM,107.2,101.8,19.40,,,,,
84,06/22/23 09:00:00 AM,106.9,101.4,19.39,,,,,
85,06/22/23 09:15:00 AM,106.7,101.8,19.40,,,,,
86,06/22/23 09:30:00 AM,107.1,101.8,19.43,,,,,
87,06/22/23 09:45:00 AM,107.4,102.2,19.48,,,,,
88,06/22/23 10:00:00 AM,107.9,102.5,19.52,,,,,
89,06/22/23 10:15:00 AM,108.4,102.9,19.57,,,,,
90,06/22/23 10:30:00 AM,108.9,104.0,19.60,,,,,
91,06/22/23 10:45:00 AM,109.1,104.0,19.64,,,,,
92,06/22/23 11:00:00 AM,109.1,104.0,19.65,,,,,
93,06/22/23 11:15:00 AM,109.2,104.0,19.67,,,,,
94,06/22/23 11:30:00 AM,109.1,104.0,19.69,,,,,
95,06/22/23 11:45:00 AM,109.1,104.0,19.69,,,,,
96,06/22/23 12:00:00 PM,109.1,104.0,19.71,,,,,
97,06/22/23 12:15:00 PM,109.0,104.0,19.71,,,,,
98,06/22/23 12:30:00 PM,108.9,104.0,19.71,,,,,
99,06/22/23 12:45:00 PM,108.8,104.0,19.72,,,,,
100,06/22/23 01:00:00 PM,109.4,104.0,19.73,,,,,
101,06/22/23 01:15:00 PM,113.8,108.5,19.72,,,,,
102,06/22/23 01:30:00 PM,117.2,111.9,19.71,,,,,
103,06/22/23 01:45:00 PM,119.2,113.7,19.71,,,,,
104,06/22/23 02:00:00 PM,121.0,115.6,19.75,,,,,
105,06/22/23 02:15:00 PM,121.6,116.0,19.76,,,,,
106,06/22/23 02:30:00 PM,120.3,115.2,19.79,,,,,
107,06/22/23 02:45:00 PM,117.6,112.2,19.81,,,,,
108,06/22/23 03:00:00 PM,114.8,109.6,19.85,,,,,
109,06/22/23 03:15:00 PM,113.4,108.5,19.87,,,,,
110,06/22/23 03:30:00 PM,112.9,107.7,19.89,,,,,
111,06/22/23 03:45:00 PM,112.7,107.3,19.93,,,,,
112,06/22/23 04:00:00 PM,112.8,107.3,19.97,,,,,
113,06/22/23 04:15:00 PM,112.8,107.3,20.02,,,,,
114,06/22/23 04:30:00 PM,112.8,107.3,20.07,,,,,
115,06/22/23 04:45:00 PM,112.9,107.7,20.10,,,,,
116,06/22/23 05:00:00 PM,112.9,107.7,20.12,,,,,
117,06/22/23 05:15:00 PM,112.8,107.3,20.14,,,,,
118,06/22/23 05:30:00 PM,112.8,107.7,20.14,,,,,
119,06/22/23 05:45:00 PM,112.7,107.7,20.15,,,,,
120,06/22/23 06:00:00 PM,112.7,107.3,20.15,,,,,
121,06/22/23 06:15:00 PM,112.6,107.3,20.16,,,,,
122,06/22/23 06:30:00 PM,112.6,107.3,20.16,,,,,
123,06/22/23 06:45:00 PM,112.7,107.3,20.15,,,,,
124,06/22/23 07:00:00 PM,112.7,107.3,20.14,,,,,
125,06/22/23 07:15:00 PM,112.7,107.3,20.11,,,,,
126,06/22/23 07:30:00 PM,112.7,107.7,20.08,,,,,
127,06/22/23 07:45:00 PM,112.8,107.3,20.06,,,,,
128,06/22/23 08:00:00 PM,112.9,107.7,20.03,,,,,
129,06/22/23 08:15:00 PM,113.0,107.7,20.02,,,,,
130,06/22/23 08:30:00 PM,113.1,108.1,20.00,,,,,
131,06/22/23 08:45:00 PM,113.2,108.1,19.97,,,,,
132,06/22/23 09:00:00 PM,113.3,108.1,19.97,,,,,
133,06/22/23 09:15:00 PM,113.5,108.5,19.96,,,,,
134,06/22/23 09:30:00 PM,113.7,108.5,19.95,,,,,
135,06/22/23 09:45:00 PM,113.8,108.5,19.92,,,,,
136,06/22/23 10:00:00 PM,114.9,109.6,19.92,,,,,
137,06/22/23 10:15:00 PM,114.4,109.2,19.91,,,,,
138,06/22/23 10:30:00 PM,114.2,109.2,19.89,,,,,
139,06/22/23 10:45:00 PM,114.4,109.2,19.89,,,,,
140,06/22/23 11:00:00 PM,114.3,109.2,19.87,,,,,
